district,crop,season,temperature,humidity,rainfall,demand,supply,price_per_kg
Kanchipuram,Bitter Gourd,Light Rain,24.5,78,66.3,392,388,29.17
Dharmapuri,Onion,Light Rain,29.6,71,64.7,703,782,26.91
Coimbatore,Onion,Summer,39.7,60,10.3,826,572,47.2
Sivaganga,Bitter Gourd,Light Rain,27.0,80,60.7,387,289,32.95
Tiruppur,Beans,Summer,39.6,52,13.6,691,391,51.37
Chennai,Cauliflower,Light Rain,27.0,70,58.0,577,468,29.32
Tiruvannamalai,Tapioca,Summer,36.1,52,13.6,633,541,18.19
Cuddalore,Banana,Summer,35.1,60,10.2,835,661,36.88
Sivaganga,Banana,Light Rain,28.4,71,63.1,758,785,25.6
Thoothukudi,Tapioca,Summer,37.6,55,10.3,631,536,18.63
Chennai,Onion,Rainy,26.5,84,181.7,743,900,24.76
Tiruvannamalai,Okra,Summer,36.4,61,9.1,520,426,38.94
Tiruppur,Rice,Summer,39.0,56,6.1,1130,810,62.2
Coimbatore,Rice,Summer,39.2,58,13.3,1082,861,69.41
Vellore,Carrot,Normal,32.8,69,25.9,455,436,39.31
Madurai,Chilli,Rainy,31.0,93,180.1,348,483,80.41
Madurai,Onion,Rainy,31.4,84,182.7,662,913,23.96
Namakkal,Coconut,Light Rain,26.1,75,63.1,870,871,17.44
Ramanathapuram,Tomato,Rainy,27.2,88,185.7,623,901,17.75
Namakkal,Okra,Rainy,28.1,93,195.6,408,541,20.03
Ramanathapuram,Tapioca,Normal,30.7,61,23.0,572,600,13.85
Vellore,Onion,Summer,36.1,53,1.8,923,611,42.08
Thoothukudi,Cashew,Summer,38.4,60,4.6,663,496,169.95
Virudhunagar,Chilli,Summer,36.2,57,4.6,548,394,139.79
Kanchipuram,Coconut,Normal,31.2,66,22.0,798,883,17.33
Chennai,Beans,Summer,35.4,54,6.5,575,390,53.62
Thoothukudi,Pumpkin,Rainy,30.2,94,184.3,327,518,14.56
Chennai,Cauliflower,Summer,36.5,56,0.0,551,518,38.31
Dharmapuri,Mango,Summer,40.3,57,13.8,949,694,78.76
Sivaganga,Rice,Summer,36.7,57,0.0,1035,776,62.51
Namakkal,Coconut,Rainy,28.2,90,191.5,666,1017,13.05
Villupuram,Tomato,Summer,33.8,61,9.3,951,696,36.06
Vellore,Cauliflower,Summer,38.4,56,12.2,653,376,45.14
Namakkal,Beans,Rainy,27.0,94,189.6,419,675,22.96
Thiruvarur,Beans,Rainy,27.3,89,190.5,468,684,24.13
Villupuram,Okra,Summer,33.6,57,0.0,574,365,43.36
Tirunelveli,Tapioca,Summer,39.0,59,1.0,743,501,18.52
Dindigul,Tomato,Summer,37.9,56,1.0,910,649,37.46
Coimbatore,Cabbage,Rainy,30.5,88,186.1,459,640,13.6
Villupuram,Rice,Rainy,27.3,93,195.6,794,1155,35.03
Vellore,Cauliflower,Summer,36.1,54,11.1,667,439,39.03
Virudhunagar,Chilli,Summer,38.1,59,0.0,493,432,139.06
Tiruchirappalli,Okra,Rainy,28.2,93,189.2,475,612,22.25
Cuddalore,Rice,Light Rain,25.9,70,59.3,871,973,42.27
Coimbatore,Sugarcane,Summer,38.0,55,0.0,1320,895,6.56
Dindigul,Banana,Normal,32.8,60,32.6,764,812,29.33
Pudukottai,Bitter Gourd,Rainy,26.8,94,182.3,365,473,24.44
Pudukottai,Bitter Gourd,Summer,35.8,52,4.4,457,255,45.72
Dindigul,Onion,Rainy,30.5,85,190.2,605,845,22.42
Thoothukudi,Banana,Summer,37.9,60,11.2,958,622,43.97
Dharmapuri,Drumstick,Summer,38.0,59,8.8,503,371,66.57
Tiruchirappalli,Beans,Summer,38.7,60,0.0,667,483,51.99
Namakkal,Tomato,Light Rain,26.7,78,58.0,831,855,21.55
Erode,Chilli,Rainy,28.7,92,188.6,363,597,77.15
Dindigul,Cabbage,Summer,38.0,56,8.3,628,447,27.56
Dharmapuri,Beans,Light Rain,27.4,77,59.9,529,487,34.74
Tiruppur,Onion,Light Rain,27.1,73,64.4,813,721,27.96
Dindigul,Mango,Rainy,28.4,94,187.4,731,1012,40.47
Madurai,Tomato,Summer,40.8,60,0.0,934,690,32.39
Thiruvarur,Onion,Summer,36.0,61,0.0,938,575,48.76
Salem,Cauliflower,Summer,38.8,55,0.0,685,394,40.71
Chennai,Rice,Light Rain,24.3,73,60.2,968,1003,40.58
Thoothukudi,Pumpkin,Normal,33.1,67,32.1,444,374,21.75
Chennai,Rice,Normal,28.3,60,18.8,954,980,49.16
Nagapattinam,Coconut,Rainy,24.8,93,184.1,692,1016,12.96
Erode,Turmeric,Rainy,28.2,87,196.0,618,741,73.86
Coimbatore,Cauliflower,Normal,33.6,60,32.8,520,469,31.28
Namakkal,Drumstick,Normal,31.9,63,28.3,428,385,50.81
Chennai,Beans,Rainy,25.7,92,192.1,444,675,26.37
Tiruchirappalli,Groundnut,Summer,37.9,61,4.5,791,560,99.66
Ramanathapuram,Pumpkin,Light Rain,29.1,71,58.4,444,367,18.83
Krishnagiri,Beans,Light Rain,28.2,74,58.9,504,621,29.8
Cuddalore,Snake Gourd,Normal,27.8,59,37.3,306,361,25.74
Madurai,Drumstick,Normal,31.0,69,31.7,462,331,47.56
Cuddalore,Tapioca,Normal,30.6,65,31.8,678,663,13.05
Salem,Cauliflower,Rainy,27.0,87,194.1,437,625,19.58
Nagapattinam,Beans,Rainy,24.7,84,191.0,436,578,27.13
Ramanathapuram,Onion,Summer,38.5,60,7.9,858,669,40.38
Kanchipuram,Beans,Summer,34.1,60,7.1,595,475,51.96
Thiruvarur,Drumstick,Summer,34.2,53,0.0,433,295,68.75
Thiruvarur,Tapioca,Normal,28.0,69,33.8,634,511,14.36
Dharmapuri,Okra,Light Rain,30.8,77,62.8,497,500,27.33
Thanjavur,Sugarcane,Rainy,25.6,91,188.5,1040,1348,3.53
Thiruvarur,Sugarcane,Light Rain,26.2,74,61.9,1089,1189,4.02
Vellore,Tomato,Light Rain,28.5,71,69.5,680,854,20.09
Tiruppur,Corn,Light Rain,29.2,76,56.9,720,731,22.5
Sivaganga,Tomato,Summer,36.6,61,5.5,880,576,34.41
Sivaganga,Okra,Summer,37.7,60,0.0,498,329,45.2
Thoothukudi,Pumpkin,Rainy,29.4,90,180.5,429,542,15.59
Erode,Okra,Summer,39.7,61,4.3,548,469,36.2
Sivaganga,Chilli,Light Rain,26.0,72,55.6,519,506,96.83
Tiruppur,Tomato,Rainy,29.0,85,199.1,614,836,19.03
Dharmapuri,Banana,Light Rain,29.2,74,70.9,826,842,25.37
Namakkal,Coconut,Light Rain,27.8,74,59.9,770,812,16.69
Coimbatore,Beans,Normal,30.5,66,21.7,635,580,35.8
Coimbatore,Potato,Rainy,27.0,86,194.8,522,736,24.0
Salem,Tapioca,Normal,29.8,65,30.3,559,588,12.68
Thiruvarur,Okra,Normal,30.4,69,27.8,524,458,32.31
Tiruchirappalli,Onion,Normal,29.2,60,28.5,760,752,31.96
Tiruvannamalai,Tomato,Normal,33.0,69,29.3,843,762,24.46
Pudukottai,Bitter Gourd,Summer,37.2,58,6.5,380,318,42.72
Tiruchirappalli,Bitter Gourd,Rainy,27.1,93,182.2,394,349,23.0
Namakkal,Corn,Light Rain,28.6,74,65.8,663,776,23.08
Coimbatore,Cabbage,Normal,31.4,64,20.5,665,599,21.58
Cuddalore,Snake Gourd,Summer,35.1,54,13.1,414,223,35.82
Dindigul,Mango,Rainy,28.7,93,180.6,726,990,37.8
Namakkal,Groundnut,Light Rain,26.6,71,59.3,739,781,70.86
Krishnagiri,Groundnut,Light Rain,28.6,75,56.8,654,790,69.92
Coimbatore,Potato,Summer,36.0,54,0.0,693,584,40.85
Villupuram,Bitter Gourd,Rainy,26.6,91,198.9,320,342,22.49
Thiruvarur,Sugarcane,Summer,35.2,54,2.2,1258,1012,6.69
Thoothukudi,Tapioca,Summer,39.0,57,2.3,731,528,18.59
Chennai,Cabbage,Normal,29.9,61,37.1,595,508,21.03
Coimbatore,Potato,Summer,39.9,54,3.3,715,579,44.12
Tiruchirappalli,Tomato,Normal,29.7,65,30.3,847,796,24.02
Dharmapuri,Tomato,Summer,39.1,62,0.0,923,602,37.97
Tiruvannamalai,Beans,Rainy,28.0,84,191.0,400,635,23.8
Tiruvannamalai,Tomato,Summer,36.6,57,1.7,930,571,34.65
Tiruppur,Tomato,Normal,30.6,68,21.7,817,712,24.29
Pudukottai,Tapioca,Light Rain,26.6,79,54.9,612,561,12.5
Dindigul,Mango,Rainy,29.7,89,183.0,762,994,43.17
Madurai,Chilli,Rainy,31.2,86,196.3,467,528,81.92
Virudhunagar,Rice,Normal,30.9,59,31.6,1032,1040,46.7
Virudhunagar,Cabbage,Light Rain,26.1,70,63.9,631,545,19.68
Cuddalore,Drumstick,Summer,36.3,59,9.8,446,349,61.87
Dharmapuri,Beans,Rainy,30.2,94,192.6,519,625,24.76
Salem,Drumstick,Normal,32.5,60,20.4,401,464,46.43
Tiruvannamalai,Beans,Rainy,27.3,91,199.9,435,664,25.48
Sivaganga,Beans,Rainy,29.0,86,194.1,450,608,25.26
Nagapattinam,Okra,Summer,34.7,60,6.8,560,476,37.18
Dindigul,Carrot,Light Rain,29.3,73,68.3,435,572,34.75
Coimbatore,Okra,Rainy,30.6,92,186.2,492,501,22.61
Krishnagiri,Onion,Rainy,27.9,89,181.0,635,796,22.81
Sivaganga,Beans,Rainy,28.4,86,198.2,415,635,24.13
Ramanathapuram,Onion,Summer,39.8,59,10.7,797,681,42.04
Coimbatore,Corn,Normal,33.3,64,19.9,639,729,23.81
Erode,Okra,Rainy,29.1,89,195.0,473,504,22.26
Virudhunagar,Tomato,Summer,36.7,61,5.5,943,650,37.92
Madurai,Okra,Normal,32.6,66,25.8,519,528,30.65
Kanchipuram,Coconut,Summer,37.9,54,8.8,891,752,24.59
Salem,Cauliflower,Rainy,28.1,92,187.7,532,668,20.49
Namakkal,Corn,Normal,30.5,63,32.6,723,671,24.68
Thanjavur,Tapioca,Light Rain,26.4,70,61.0,648,654,12.72
Cuddalore,Snake Gourd,Rainy,24.9,92,196.1,362,440,18.02
Thoothukudi,Chilli,Summer,39.8,54,0.0,509,424,147.1
Tiruchirappalli,Onion,Light Rain,26.3,80,67.2,780,749,29.54
Namakkal,Tomato,Rainy,27.2,94,186.7,688,834,17.67
Coimbatore,Corn,Light Rain,27.8,76,65.2,697,750,22.53
Thanjavur,Groundnut,Rainy,26.9,87,183.5,683,848,51.93
Ramanathapuram,Onion,Normal,33.4,59,28.6,848,661,31.98
Namakkal,Coconut,Rainy,30.0,91,184.8,731,978,13.52
Erode,Coconut,Normal,30.2,59,30.8,906,816,19.37
Thiruvarur,Onion,Summer,35.6,60,0.7,872,565,46.21
Tiruppur,Okra,Summer,36.1,55,0.0,479,467,40.04
Namakkal,Rice,Normal,30.7,69,19.4,953,1031,46.48
Villupuram,Bitter Gourd,Light Rain,25.7,77,53.3,384,402,30.43
Erode,Beans,Light Rain,29.7,80,59.3,588,501,35.41
Tirunelveli,Ash Gourd,Normal,30.9,60,35.7,354,238,20.22
Salem,Tomato,Light Rain,28.6,80,59.0,790,719,23.18
Erode,Okra,Summer,39.9,54,6.4,511,356,42.75
Krishnagiri,Beans,Summer,38.6,57,14.0,634,384,49.58
Sivaganga,Beans,Rainy,27.3,90,184.2,479,634,26.31
Tirunelveli,Chilli,Normal,33.9,61,20.1,466,500,99.14
Pudukottai,Tapioca,Light Rain,27.1,77,55.9,600,699,11.15
Thiruvarur,Snake Gourd,Summer,35.3,58,0.0,317,343,28.83
Vellore,Rice,Summer,38.8,57,8.5,1058,910,66.16
Thoothukudi,Banana,Normal,31.3,65,18.6,784,727,26.99
Ramanathapuram,Okra,Normal,33.4,68,21.7,521,533,30.45
Kanchipuram,Coconut,Rainy,25.6,94,186.1,781,1046,12.21
Vellore,Okra,Light Rain,25.4,70,67.0,442,457,25.48
Krishnagiri,Onion,Light Rain,27.4,78,66.0,771,688,29.62
Madurai,Tomato,Light Rain,30.3,74,64.1,721,770,22.48
Sivaganga,Drumstick,Summer,38.8,53,9.8,441,404,55.81
Thanjavur,Rice,Normal,29.7,66,25.6,1075,1005,47.08
Dindigul,Banana,Normal,32.9,65,24.7,816,760,29.67
Villupuram,Tomato,Normal,31.0,62,18.3,783,708,27.19
Erode,Okra,Summer,36.6,59,1.6,539,356,43.05
Namakkal,Onion,Light Rain,29.0,73,61.3,691,740,28.22
Chennai,Brinjal,Normal,31.5,66,23.0,532,597,23.83
Nagapattinam,Rice,Normal,28.4,67,20.0,1025,900,48.39
Virudhunagar,Chilli,Rainy,29.4,85,191.1,336,598,69.26
Thanjavur,Beans,Light Rain,26.6,70,59.2,601,491,33.04
Villupuram,Rice,Rainy,26.6,84,196.0,806,1187,31.38
Salem,Tomato,Summer,37.8,59,0.0,846,589,33.78
Ramanathapuram,Rice,Light Rain,27.5,70,60.3,1010,990,44.74
Tiruchirappalli,Tomato,Light Rain,26.2,70,62.5,696,839,21.17
Thiruvarur,Okra,Rainy,25.0,93,194.6,390,598,20.98
Tiruchirappalli,Tomato,Light Rain,28.7,79,65.3,789,718,21.71
Tiruppur,Cauliflower,Rainy,28.5,88,196.8,415,677,19.53
Krishnagiri,Potato,Summer,36.5,53,11.4,792,547,46.37
Namakkal,Corn,Rainy,28.6,91,185.3,558,830,18.51
Namakkal,Beans,Light Rain,27.4,76,53.0,455,500,33.85
Thiruvarur,Sugarcane,Rainy,24.2,93,187.6,1047,1303,3.56
Erode,Beans,Rainy,27.6,92,195.9,480,644,24.07
Salem,Okra,Summer,36.3,54,0.0,546,445,36.7
Namakkal,Rice,Normal,33.0,59,31.7,1004,1058,47.66
Tiruvannamalai,Mango,Rainy,27.7,94,193.0,712,1076,40.82
Tiruvannamalai,Okra,Rainy,30.0,89,194.9,354,485,21.4
Villupuram,Pumpkin,Light Rain,25.7,77,62.7,468,460,19.35
Tirunelveli,Banana,Summer,39.8,53,8.9,845,751,37.86
Thanjavur,Sugarcane,Rainy,27.8,94,189.2,1029,1291,3.43
Erode,Chilli,Normal,31.6,59,28.5,500,521,116.57
Salem,Tomato,Rainy,29.2,90,182.1,652,963,16.18
Ramanathapuram,Tapioca,Normal,30.7,59,35.8,690,609,13.67
Krishnagiri,Beans,Light Rain,28.2,71,62.5,529,499,34.35
Cuddalore,Beans,Normal,30.0,65,18.8,607,507,37.34
Sivaganga,Groundnut,Summer,37.2,60,6.3,803,645,100.75
Villupuram,Beans,Light Rain,26.1,73,69.0,514,507,33.28
Namakkal,Onion,Light Rain,27.5,76,65.7,762,693,29.13
Tiruchirappalli,Groundnut,Rainy,29.3,89,196.1,563,819,53.99
Tiruppur,Tomato,Normal,33.9,66,36.9,782,825,23.83
Chennai,Cauliflower,Rainy,26.8,90,194.5,410,589,18.6
Thanjavur,Tomato,Summer,34.2,54,0.0,901,628,34.06
Sivaganga,Bitter Gourd,Light Rain,26.5,72,67.1,334,335,31.2
Tirunelveli,Snake Gourd,Summer,36.9,57,0.0,352,353,29.76
Dindigul,Mango,Rainy,29.9,92,181.3,765,931,41.83
Tiruppur,Tomato,Rainy,30.3,91,193.6,669,851,17.63
Salem,Corn,Normal,30.3,59,31.4,675,620,24.14
Nagapattinam,Tapioca,Rainy,25.6,85,198.3,579,693,9.57
Tiruvannamalai,Onion,Summer,39.6,52,5.2,850,591,44.26
Tiruppur,Beans,Rainy,28.0,90,199.5,521,613,25.36
Coimbatore,Potato,Light Rain,29.9,74,56.3,584,658,30.34
Thoothukudi,Rice,Normal,30.7,60,30.5,986,1021,48.69
Kanchipuram,Rice,Rainy,27.4,84,190.2,794,1143,33.85
Salem,Tomato,Summer,36.8,60,13.7,900,714,31.84
Ramanathapuram,Snake Gourd,Normal,33.8,67,23.3,382,332,25.51
Vellore,Cabbage,Summer,36.7,59,0.0,736,462,31.0
Thoothukudi,Tapioca,Summer,36.4,57,0.0,750,543,20.05
Tiruvannamalai,Mango,Normal,33.1,61,31.0,871,767,54.78
Ramanathapuram,Okra,Normal,31.3,64,21.4,446,469,31.24
Krishnagiri,Tomato,Light Rain,29.4,70,52.4,723,779,22.73
Coimbatore,Beans,Rainy,28.3,91,184.4,451,615,27.02
Thoothukudi,Tapioca,Rainy,29.0,87,189.2,528,765,9.42
Tiruppur,Rice,Summer,39.2,61,0.0,1178,853,61.87
Coimbatore,Corn,Normal,33.0,68,18.1,710,684,23.67
Chennai,Brinjal,Normal,31.6,60,23.4,554,529,24.83
Tiruvannamalai,Beans,Light Rain,29.4,70,71.0,465,492,34.25
Nagapattinam,Drumstick,Summer,36.4,53,5.7,490,403,65.15
Coimbatore,Okra,Normal,33.1,62,27.8,528,475,29.45
Dharmapuri,Rice,Rainy,31.3,84,183.9,821,1138,34.57
Cuddalore,Drumstick,Normal,28.8,66,33.6,375,440,42.61
Namakkal,Onion,Light Rain,25.8,76,71.4,799,705,31.73
Chennai,Onion,Light Rain,27.6,77,64.4,668,797,26.37
Cuddalore,Okra,Light Rain,24.8,76,61.0,497,485,27.54
Dharmapuri,Drumstick,Summer,40.2,57,12.2,517,406,60.77
Virudhunagar,Tomato,Rainy,28.5,84,187.6,724,933,18.03
Tirunelveli,Banana,Normal,30.1,61,19.3,890,830,30.68
Coimbatore,Banana,Light Rain,28.9,70,61.2,779,843,25.63
Madurai,Mango,Light Rain,28.9,75,71.0,774,929,51.15
Erode,Okra,Summer,36.5,52,10.9,483,352,42.48
Kanchipuram,Bitter Gourd,Normal,32.0,64,33.2,355,340,34.5
Erode,Chilli,Summer,39.6,56,0.1,454,355,148.64
Salem,Cauliflower,Light Rain,28.8,77,65.5,453,468,26.44
Tiruppur,Corn,Rainy,30.1,84,184.6,636,780,18.07
Cuddalore,Rice,Light Rain,27.0,72,68.3,881,1027,44.74
Virudhunagar,Chilli,Summer,36.0,59,9.6,586,329,166.65
Erode,Chilli,Summer,39.0,54,1.4,456,310,158.38
Tiruppur,Beans,Normal,31.2,69,28.9,503,495,39.36
Namakkal,Tomato,Light Rain,28.8,72,67.9,810,755,24.93
Erode,Rice,Light Rain,27.5,74,62.3,969,971,46.78
Kanchipuram,Tomato,Summer,37.0,60,11.8,877,724,35.15
Krishnagiri,Carrot,Light Rain,28.5,79,61.1,432,449,35.08
Virudhunagar,Tomato,Light Rain,28.2,74,62.1,825,801,24.26
Vellore,Rice,Summer,38.7,62,13.8,1171,808,70.64
Kanchipuram,Tapioca,Light Rain,26.9,73,62.0,532,557,11.7
Erode,Corn,Light Rain,27.4,76,61.1,684,643,21.49
Coimbatore,Cauliflower,Rainy,27.1,86,185.9,490,626,20.79
Namakkal,Groundnut,Light Rain,26.2,71,54.0,715,833,65.02
Tiruchirappalli,Drumstick,Rainy,27.5,88,196.2,425,459,34.06
Chennai,Brinjal,Light Rain,26.3,72,65.1,459,521,19.23
Thoothukudi,Tapioca,Light Rain,26.7,70,70.7,640,575,13.18
Virudhunagar,Tomato,Normal,33.4,61,24.7,832,717,24.66
Nagapattinam,Okra,Summer,34.5,54,9.6,618,347,46.45
Virudhunagar,Banana,Summer,36.2,52,0.0,856,648,39.12
Virudhunagar,Tomato,Rainy,27.8,93,189.0,672,921,17.39
Vellore,Mango,Normal,31.8,63,33.3,828,861,53.36
Pudukottai,Drumstick,Light Rain,26.1,75,54.0,397,360,44.07
Tiruvannamalai,Okra,Summer,39.7,60,0.0,508,334,45.3
Namakkal,Beans,Rainy,27.8,85,189.9,450,665,26.42
Thoothukudi,Okra,Summer,38.6,55,0.0,529,381,38.86
Thanjavur,Tomato,Rainy,26.6,93,197.1,733,947,16.62
Thoothukudi,Pumpkin,Summer,38.4,53,3.6,394,375,28.03
Dharmapuri,Okra,Rainy,29.3,88,180.2,437,559,22.22
Namakkal,Drumstick,Rainy,26.1,94,195.5,401,537,30.9
Erode,Chilli,Normal,30.6,64,33.2,412,428,102.31
Chennai,Onion,Normal,28.8,59,37.1,703,752,32.95
Thiruvarur,Tapioca,Light Rain,26.1,72,60.4,571,607,12.92
Dharmapuri,Banana,Summer,37.1,54,1.9,961,729,37.81
Namakkal,Coconut,Summer,37.5,56,0.0,969,620,26.65
Villupuram,Pumpkin,Normal,28.9,69,27.1,392,348,22.28
Krishnagiri,Potato,Light Rain,28.8,79,55.4,610,625,29.84
Nagapattinam,Rice,Rainy,24.3,90,183.3,800,1210,34.52
Ramanathapuram,Rice,Normal,32.6,59,32.3,985,1032,46.96
Salem,Drumstick,Light Rain,26.6,79,63.1,431,425,44.5
Krishnagiri,Carrot,Normal,31.2,66,32.7,591,462,40.45
Tiruchirappalli,Drumstick,Rainy,26.3,93,189.9,315,428,31.6
Cuddalore,Beans,Light Rain,23.5,75,56.7,521,534,30.72
Krishnagiri,Carrot,Rainy,28.9,94,197.4,521,583,28.79
Erode,Chilli,Summer,37.7,62,12.4,515,330,167.05
Namakkal,Okra,Summer,35.1,58,2.2,541,434,37.01
Cuddalore,Banana,Normal,30.2,65,32.1,883,806,30.27
Nagapattinam,Rice,Rainy,24.3,91,182.5,901,1241,35.8
Dindigul,Mango,Normal,30.3,62,31.8,869,832,57.02
Pudukottai,Onion,Normal,32.8,59,26.0,761,788,32.84
Villupuram,Bitter Gourd,Rainy,27.6,89,181.9,281,490,20.0
Nagapattinam,Tapioca,Rainy,24.2,92,189.3,601,631,11.0
Tirunelveli,Tapioca,Normal,33.8,66,34.8,574,622,13.88
Vellore,Groundnut,Summer,35.5,57,0.0,881,680,113.05
Thiruvarur,Rice,Light Rain,24.2,72,64.8,1025,967,45.19
Tiruvannamalai,Okra,Normal,33.7,65,28.6,455,476,30.91
Cuddalore,Drumstick,Rainy,24.1,90,188.2,388,483,32.33
Erode,Sugarcane,Light Rain,27.4,74,63.6,1148,1217,4.23
Thoothukudi,Onion,Summer,36.5,62,0.0,804,649,41.35
Salem,Rice,Rainy,27.0,92,190.3,861,1165,34.09
Thoothukudi,Tomato,Summer,39.0,54,10.3,917,588,36.4
Tirunelveli,Rice,Light Rain,28.1,70,70.5,1017,1047,46.28
Tiruppur,Onion,Light Rain,26.7,73,64.1,667,722,28.08
Sivaganga,Bitter Gourd,Light Rain,27.7,74,71.2,396,438,27.79
Dharmapuri,Beans,Summer,39.9,62,7.0,564,372,56.22
Krishnagiri,Beans,Rainy,28.6,84,187.7,441,572,27.22
Virudhunagar,Beans,Summer,38.7,61,0.0,616,492,46.97
Vellore,Okra,Rainy,30.0,93,189.5,503,609,20.69
Dindigul,Onion,Summer,37.3,56,0.3,869,544,43.04
Madurai,Tomato,Rainy,30.1,93,189.4,731,861,17.0
Thiruvarur,Drumstick,Light Rain,25.0,71,59.6,483,369,47.49
Dindigul,Banana,Rainy,28.5,84,183.3,703,926,20.17
Thoothukudi,Onion,Summer,38.2,58,7.9,851,540,44.0
Erode,Beans,Summer,37.3,53,0.0,634,516,45.21
Ramanathapuram,Tomato,Rainy,30.1,91,180.2,622,977,17.12
Salem,Onion,Light Rain,27.8,77,57.4,675,784,29.71
Namakkal,Groundnut,Light Rain,27.3,73,52.8,720,724,68.52
Virudhunagar,Potato,Rainy,30.0,87,184.4,630,788,24.27
Coimbatore,Sugarcane,Summer,37.6,56,9.3,1241,908,6.47
Chennai,Tomato,Light Rain,26.0,70,55.0,760,830,23.97
Namakkal,Banana,Normal,30.1,59,30.9,825,826,29.12
Virudhunagar,Tomato,Light Rain,27.4,73,54.5,768,865,22.24
Cuddalore,Okra,Light Rain,26.6,78,53.3,468,548,25.24
Salem,Tapioca,Summer,36.6,62,12.7,683,512,17.63
Dharmapuri,Potato,Light Rain,27.5,78,54.2,590,608,31.38
Villupuram,Pumpkin,Normal,28.2,60,27.3,351,321,20.92
Salem,Rice,Normal,29.9,69,36.5,980,925,45.72
Pudukottai,Tapioca,Light Rain,25.2,75,66.0,524,592,12.2
Coimbatore,Onion,Summer,38.8,54,3.0,904,577,43.73
Thanjavur,Groundnut,Normal,31.2,69,24.0,689,649,77.93
Thiruvarur,Tomato,Rainy,27.6,84,180.2,715,992,17.93
Tiruppur,Beans,Light Rain,27.9,78,63.6,495,485,30.76
Krishnagiri,Rice,Summer,36.1,57,0.0,1062,763,66.9
Krishnagiri,Tomato,Light Rain,28.0,72,58.2,779,878,22.15
Cuddalore,Onion,Normal,30.9,60,33.5,826,668,36.54
Sivaganga,Chilli,Rainy,26.9,84,197.5,454,464,76.96
Thanjavur,Onion,Rainy,25.1,90,184.8,706,813,22.83
Chennai,Bitter Gourd,Summer,36.5,55,0.0,461,279,49.3
Madurai,Chilli,Normal,34.3,63,34.7,553,417,111.2
Krishnagiri,Rice,Light Rain,30.0,76,65.9,924,1047,44.71
Ramanathapuram,Pumpkin,Light Rain,28.5,80,57.2,326,440,17.61
Tiruchirappalli,Beans,Normal,31.3,69,37.1,584,597,36.42
Erode,Okra,Normal,30.4,65,35.9,428,401,30.26
Coimbatore,Banana,Normal,32.6,68,36.0,894,753,32.53
Erode,Sugarcane,Summer,38.2,62,12.5,1243,863,6.58
Tiruppur,Onion,Normal,34.0,65,24.2,818,780,30.59
Coimbatore,Coconut,Rainy,29.7,89,182.0,755,930,12.98
Tiruvannamalai,Beans,Normal,31.6,68,29.6,633,585,38.5
Tiruchirappalli,Corn,Rainy,29.5,92,181.7,665,873,17.45
Sivaganga,Tomato,Summer,37.5,52,12.9,843,651,34.89
Tiruvannamalai,Onion,Normal,31.0,64,35.1,787,700,34.04
Coimbatore,Potato,Light Rain,28.9,78,67.0,644,694,27.32
Dharmapuri,Beans,Light Rain,27.3,70,69.4,554,588,31.96
Thanjavur,Groundnut,Summer,36.4,55,9.9,867,631,103.64
Vellore,Tomato,Normal,29.8,60,26.8,796,719,24.06
Kanchipuram,Tomato,Normal,30.8,63,23.0,832,692,26.1
Tiruppur,Coconut,Normal,33.3,60,20.0,791,819,17.54
Nagapattinam,Banana,Normal,29.0,69,25.1,793,722,30.94
Thanjavur,Rice,Summer,37.0,54,1.9,1045,890,65.99
Tirunelveli,Rice,Summer,36.1,56,4.1,1068,799,61.67
Cuddalore,Rice,Normal,27.0,62,22.6,957,919,49.91
Namakkal,Corn,Rainy,28.2,87,190.4,548,744,17.35
Villupuram,Pumpkin,Rainy,24.4,86,191.5,381,425,14.76
Thanjavur,Onion,Normal,28.7,64,27.9,780,698,35.72
Krishnagiri,Mango,Light Rain,29.3,80,56.0,880,821,54.82
Cuddalore,Rice,Light Rain,25.9,73,68.2,918,1028,41.8
Coimbatore,Rice,Summer,37.6,59,4.4,1079,764,63.3
Salem,Tapioca,Light Rain,27.2,73,57.3,657,563,12.97
Thanjavur,Rice,Normal,31.3,66,26.4,945,1035,43.98
Chennai,Potato,Rainy,27.6,85,181.7,608,733,24.12
Ramanathapuram,Tomato,Light Rain,26.3,76,56.6,836,734,22.42
Tiruchirappalli,Rice,Light Rain,28.2,76,54.3,934,1000,44.02
Tirunelveli,Cashew,Summer,37.0,61,10.9,661,535,171.38
Erode,Tomato,Rainy,28.5,92,185.1,649,988,17.83
Tirunelveli,Ash Gourd,Rainy,29.7,87,186.7,244,382,12.05
Virudhunagar,Beans,Summer,39.2,54,5.4,695,434,54.72
Virudhunagar,Rice,Normal,30.3,68,33.9,977,916,49.63
Coimbatore,Sugarcane,Normal,33.8,67,37.6,1131,1176,5.15
Cuddalore,Snake Gourd,Summer,36.7,55,8.5,373,271,35.71
Thiruvarur,Drumstick,Rainy,25.5,87,186.3,325,460,29.31
Dharmapuri,Tomato,Light Rain,28.6,78,64.8,697,722,22.9
Thanjavur,Onion,Normal,31.8,63,23.1,754,734,32.79
Salem,Cauliflower,Summer,36.1,52,9.7,655,476,40.86
Coimbatore,Banana,Normal,30.2,65,25.4,887,836,27.02
Dindigul,Rice,Light Rain,28.9,75,66.8,967,1019,42.54
Namakkal,Okra,Light Rain,28.1,76,54.9,398,456,26.82
